단축코드,표준코드,한글종목명,증권그룹구분코드,시가총액 규모 구분 코드 유가,지수업종 대분류 코드,지수 업종 중분류 코드,지수업종 소분류 코드,벤처기업 여부 (Y/N),저유동성종목 여부,KRX 종목 여부,ETP 상품구분코드,KRX100 종목 여부 (Y/N),KRX 자동차 여부,KRX 반도체 여부,KRX 바이오 여부,KRX 은행 여부,기업인수목적회사여부,KRX 에너지 화학 여부,KRX 철강 여부,단기과열종목구분코드,KRX 미디어 통신 여부,KRX 건설 여부,(코스닥)투자주의환기종목여부,KRX 증권 구분,KRX 선박 구분,KRX섹터지수 보험여부,KRX섹터지수 운송여부,"KOSDAQ150지수여부 (Y,N)",주식 기준가,정규 시장 매매 수량 단위,시간외 시장 매매 수량 단위,거래정지 여부,정리매매 여부,관리 종목 여부,시장 경고 구분 코드,시장 경고위험 예고 여부,불성실 공시 여부,우회 상장 여부,락구분 코드,액면가 변경 구분 코드,증자 구분 코드,증거금 비율,신용주문 가능 여부,신용기간,전일 거래량,주식 액면가,주식 상장 일자,상장 주수(천),자본금,결산 월,공모 가격,우선주 구분 코드,공매도과열종목여부,이상급등종목여부,KRX300 종목 여부 (Y/N),매출액,영업이익,경상이익,단기순이익,ROE(자기자본이익률),기준년월,전일기준 시가총액 (억),그룹사 코드,회사신용한도초과여부,담보대출가능여부,대주가능여부
064290,KR7064290000,인텍플러스,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,14100,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,183544,500,20110105,12863,6431981000,12,,0,,N,N,396,-29,-51,-40,-18,20250630.0,1813,,N,N,N
064480,KR7064480007,브리지텍,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4650,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,53576,500,20080604,11952,6176250000,12,,0,,N,N,436,-33,-29,-28,-6,20241231.0,555,,N,N,N
064520,KR7064520000,테크엘,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1642,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,4152,500,20021204,22351,11175531000,12,,0,,N,N,89,-25,-30,-30,-6,20250630.0,367,,N,N,N
064550,KR7064550007,바이오니아,ST,2.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,14370,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,88337,500,20051229,25810,12905145500,12,,0,,N,N,1622,96,56,15,-1,20250630.0,3708,,N,N,N
064760,KR7064760002,티씨케이,ST,1.0,1009,1025,0,N,N,Y,,N,N,Y,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,159600,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,65962,500,20030818,11675,5837500000,12,,0,,N,Y,2757,807,907,720,15,20241231.0,18633,,N,N,Y
064800,KR7064800006,포니링크,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,811,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,193629,100,20020822,127807,12780729800,12,,0,,N,N,204,-87,1400,1105,87,20250630.0,1036,,N,N,N
064820,KR7064820004,케이프,ST,2.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,12180,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,416807,500,20070529,30901,15450864000,12,,0,,N,N,2887,391,362,198,14,20250630.0,3763,,N,N,N
064850,KR7064850001,에프앤가이드,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,8660,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,10618,500,20201217,11410,6070166000,12,,0,,N,N,175,42,55,49,15,20250630.0,988,,N,N,N
065060,KR7065060006,지엔코,ST,3.0,1009,1020,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,789,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,100606,500,20020528,23800,11900402000,12,,0,,N,N,561,-6,-55,-58,-35,20250630.0,187,,N,N,N
065130,KR7065130007,탑엔지니어링,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3475,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14198,500,20030129,16330,8930991000,12,,0,,N,N,4167,-272,-297,-231,-19,20250630.0,567,,N,N,N
065150,KR7065150005,대산F&B,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,145,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,100,20070718,159382,15938240500,12,,0,,N,N,546,22,20,18,27,20250630.0,231,,N,N,N
065170,KR7065170003,비엘팜텍,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,622,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,101545,500,20021119,26683,13341512500,12,,0,,N,N,48,-12,-19,-19,-16,20250630.0,165,,N,N,N
065350,KR7065350001,신성델타테크,ST,1.0,1009,1028,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,57500,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,207425,500,20040806,27483,13741974000,12,,0,,N,Y,4803,165,147,98,7,20250630.0,15803,,N,N,N
065370,KR7065370009,위세아이텍,ST,3.0,0,0,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5750,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,41727,500,20200210,7383,3691977000,12,,0,,N,N,137,-6,-8,-5,-3,20250630.0,424,,N,N,N
065420,KR7065420002,에스아이리소스,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,245,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,911492,100,20020822,71577,7157729900,12,,0,,N,N,105,-37,-21,-21,-24,20241231.0,175,,N,N,N
065440,KR7065440000,이루온,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2010,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2159571,500,20030128,27275,13637510000,12,,0,,N,N,252,7,10,7,3,20250630.0,548,,N,N,N
065450,KR7065450009,빅텍,ST,3.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3610,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,234026,200,20030205,28652,5730560000,12,,0,,N,N,296,9,9,8,3,20250630.0,1034,,N,N,Y
065500,KR7065500001,오리엔트정공,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2580,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,585785,500,20020919,31742,15871456000,12,,0,,N,N,811,15,3,3,2,20250630.0,818,,N,N,N
065510,KR7065510000,휴비츠,ST,3.0,1009,1029,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8050,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,21149,500,20031031,11485,6079685500,12,,0,,N,N,590,51,16,13,2,20250630.0,924,,N,N,N
065530,KR7065530008,와이어블,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1491,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,168738,500,20020604,47838,26430000000,12,,0,,N,N,291,8,6,7,2,20250630.0,713,,N,N,N
065570,KR7065570004,삼영이엔씨,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,764,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20030121,16093,8046919000,12,,0,,N,N,361,-59,-253,-268,-107,20241231.0,122,,N,N,N
065650,KR7065650004,하이퍼코퍼레이션,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2590,1,1,N,N,Y,0,N,N,N,0,0,0,100,N,90,16279,500,20030121,13335,6667608000,12,,0,,N,N,335,-22,70,58,57,20250630.0,345,,N,N,N
065660,KR7065660003,안트로젠,ST,2.0,1011,0,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,21550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,19638,500,20160215,10006,5003050000,12,,0,,N,N,69,-37,-23,-23,-2,20241231.0,2156,,N,N,N
065680,KR7065680001,우주일렉트로,ST,2.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,43550,1,1,N,N,N,2,N,N,N,0,0,0,100,N,90,35945,500,20040102,9240,4967110000,12,,0,,N,N,927,117,97,85,7,20250630.0,4024,,N,N,N
065690,KR7065690000,파커스,ST,3.0,1009,1023,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,977,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,19891,500,20020716,14049,7024665500,12,,0,,N,N,278,-89,101,82,31,20250630.0,137,,N,N,N
065710,KR7065710006,서호전기,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,40950,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,12582,500,20020716,5150,2575000000,12,,0,,N,N,652,151,108,85,19,20250630.0,2108,,N,N,N
065770,KR7065770000,CS,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,898,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,127472,500,20040604,19411,9705565000,12,,0,,N,N,74,-12,-10,-10,-12,20250630.0,174,,N,N,N
065950,KR7065950008,웰크론,ST,3.0,1009,1020,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1732,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,41809,500,20030729,28231,14115651000,12,,0,,N,N,1383,-1,-77,-83,-6,20250630.0,488,,N,N,N
066130,KR7066130006,하츠,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4275,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,17996,500,20030211,12800,6400000000,12,,0,,N,N,1865,107,105,89,8,20241231.0,547,,N,N,N
066310,KR7066310004,큐에스아이,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,8940,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1916951,500,20061124,9271,4635810500,12,,0,,N,N,114,0,8,4,1,20250630.0,828,,N,N,N
066360,KR7066360009,체리부로,ST,3.0,1009,1019,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,731,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,99523,500,20171204,47952,23976007500,12,,0,,N,N,1967,115,122,114,20,20250630.0,350,,N,N,N
066410,KR7066410002,버킷스튜디오,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1153,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20031219,138453,69226909000,12,,0,,N,N,79,-29,3,3,0,20250630.0,1596,,N,N,N
066430,KR7066430000,아이로보틱스,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1289,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,58526,500,20021224,39153,19576738000,12,,0,,N,N,361,9,-5,-5,-1,20241231.0,504,,N,N,N
066590,KR7066590001,우수AMS,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2750,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,69685,500,20030212,38677,19536552000,12,,0,,N,N,1816,15,-28,-32,-6,20250630.0,1063,,N,N,N
066620,KR7066620006,국보디자인,ST,3.0,1010,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,20800,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,11151,500,20020905,7500,3750000000,12,,0,,N,N,2212,283,219,174,12,20250630.0,1560,,N,N,N
066670,KR7066670001,디티씨,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2790,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,538103,500,20021230,18691,9345959000,12,,0,,N,N,910,3,-21,-21,2,20250630.0,521,,N,N,N
066700,KR7066700006,테라젠이텍스,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2530,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,78781,500,20040527,37152,18576188000,12,,0,,N,N,1340,40,-13,-17,-3,20250630.0,939,,N,N,N
066790,KR7066790007,씨씨에스,ST,3.0,1015,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1493,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20030530,65152,32576019500,12,,0,,N,N,87,-16,-13,-13,-8,20250630.0,972,,N,N,N
066900,KR7066900002,디에이피,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1895,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,14524,500,20040514,22744,11372251500,12,,0,,N,N,2699,-213,-177,-189,-51,20250630.0,431,,N,N,N
066910,KR7066910001,손오공,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,766,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,401013,500,20050107,66933,33466582000,12,,0,,N,N,235,-19,-47,-50,-28,20250630.0,512,,N,N,N
066980,KR7066980004,한성크린텍,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1465,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1962330,500,20030117,51935,25967562500,12,,0,,N,N,1011,41,43,38,11,20250630.0,760,,N,N,N
067000,KR7067000000,조이시티,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1881,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,109415,500,20080530,69903,35379157500,12,,0,,N,N,657,53,25,4,2,20250630.0,1314,,N,N,N
067010,KR7067010009,이씨에스,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2430,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,11640,500,20071218,12294,6823500000,3,,0,,N,N,733,-27,-14,6,1,20250331.0,298,,N,N,N
067080,KR7067080002,대화제약,ST,2.0,1009,1024,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,16710,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,123059,500,20030214,18616,9308325000,12,,0,,N,N,726,14,-5,-8,-3,20250630.0,3110,,N,N,N
067160,KR7067160002,SOOP,ST,1.0,0,0,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,71900,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,25803,500,20031219,11494,5747383500,12,,0,,N,Y,2245,628,649,496,25,20250630.0,8264,,N,N,Y
067170,KR7067170001,오텍,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1730,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,21799,500,20031114,23891,11945802500,12,,0,,N,N,4521,32,39,33,3,20250630.0,413,,N,N,N
067280,KR7067280008,멀티캠퍼스,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,31550,1,1,N,N,N,0,N,N,N,0,0,0,50,Y,90,2953,500,20061116,5926,2963389500,12,,0,,N,N,1608,135,156,115,10,20250630.0,1869,511,N,N,N
067290,KR7067290007,JW신약,ST,3.0,1009,1024,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,N,1416,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,113756,500,20030211,53376,26688063000,12,,0,,N,N,394,33,112,117,72,20250630.0,755,,N,N,N
067310,KR7067310003,하나마이크론,ST,1.0,1009,1028,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,27900,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,2644104,500,20051011,66271,33135974500,12,,0,,N,Y,6520,420,119,77,0,20250630.0,18489,,N,N,Y
067370,KR7067370007,선바이오,ST,3.0,1009,1024,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,5610,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,87848,500,20221005,12313,6156777500,12,,0,,N,N,87,-5,-2,-1,0,20241231.0,690,,N,N,N
067390,KR7067390005,아스트,ST,2.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,534,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1033326,500,20141224,403157,201830789500,12,,0,,N,N,1209,26,-63,-64,-4,20250630.0,2152,,N,N,N
067570,KR7067570002,엔브이에이치코리아,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2270,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,76005,500,20131203,42170,22043495500,12,,0,,N,N,8289,393,276,246,22,20250630.0,957,,N,N,N
067630,KR7067630004,HLB생명과학,ST,2.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,4235,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,1623621,500,20081125,121917,60958529000,12,,0,,N,N,212,-124,-836,-833,-47,20250630.0,5163,,N,N,N
067730,KR7067730002,로지시스,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2585,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,19774,500,20150729,9673,4836961000,12,,0,,N,N,429,24,25,24,14,20241231.0,250,,N,N,N
067770,KR7067770008,세진티에스,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2245,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,5814,500,20040109,8396,4198296500,12,,0,,N,N,60,-2,-3,-4,-2,20250630.0,188,,N,N,N
067900,KR7067900001,와이엔텍,ST,3.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6010,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,27563,500,20051223,18199,9099829500,12,,0,,N,N,572,137,120,115,7,20250630.0,1093,,N,N,N
067920,KR7067920009,이글루,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5300,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,28203,500,20100804,10996,5498059500,12,,0,,N,N,492,-3,2,2,1,20250630.0,582,,N,N,N
067990,KR7067990002,도이치모터스,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4555,1,1,N,N,N,0,N,N,N,0,0,0,60,Y,90,61256,500,20041203,29181,16090775000,12,,0,,N,N,12331,217,34,11,2,20250630.0,1329,,N,N,N
068050,KR7068050004,팬엔터테인먼트,ST,3.0,1015,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1979,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,219468,500,20060707,27694,13847038000,12,,0,,N,N,169,-26,-32,-32,-7,20250630.0,548,,N,N,N
068100,KR7068100007,케이웨더,ST,3.0,1009,1027,0,,N,N,,N,,,,,N,,,0,,,N,,,,,N,2940,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,109841,500,20240222,9939,4969807000,12,,0,,N,N,87,-14,-13,-13,-22,20250630.0,292,,N,N,N
068240,KR7068240001,다원시스,ST,2.0,1009,1028,0,N,N,Y,,N,N,N,N,N,N,N,N,0,N,N,N,N,Y,N,N,N,3630,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,364217,500,20100914,38163,19280259500,12,,0,,N,N,794,-383,-488,-390,-33,20250630.0,1385,,N,N,N
068330,KR7068330000,일신바이오,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1480,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,116199,100,20071226,44216,4421614000,12,,0,,N,N,108,23,46,38,6,20241231.0,654,,N,N,N
068760,KR7068760008,셀트리온제약,ST,1.0,1009,1024,0,N,N,Y,,N,N,N,Y,N,N,N,N,0,N,N,N,N,N,N,N,Y,64600,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,181644,500,20060203,43679,21839596000,12,,0,,N,Y,4778,372,298,220,6,20241231.0,28216,LB3,N,N,Y
068790,KR7068790005,DMS,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,6330,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,500,20041001,23687,12286530500,12,,0,,N,N,527,-47,-131,-33,-6,20250630.0,1499,,N,N,N
068930,KR7068930007,디지털대성,ST,2.0,1006,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,6970,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,97266,500,20031017,27675,14911244500,12,,0,,N,N,1197,153,128,106,13,20250630.0,1928,,N,N,N
068940,KR7068940006,셀피글로벌,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,778,1,1,Y,N,Y,0,N,N,N,0,0,0,100,N,90,0,200,20101019,45912,9182543200,12,,0,,N,N,161,-21,-23,-23,-25,20250630.0,357,,N,N,N
069080,KR7069080000,웹젠,ST,2.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,Y,12300,1,1,N,N,N,0,N,N,N,0,0,0,40,Y,90,55227,500,20030523,34600,17655442000,12,,0,,N,N,807,151,105,80,2,20250630.0,4255,,N,N,Y
069140,KR7069140002,누리플랜,ST,3.0,1009,1026,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2785,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,64063,500,20101026,13102,6551371500,12,,0,,N,N,564,61,43,43,18,20250630.0,364,,N,N,N
069330,KR7069330009,유아이디,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1047,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,34114,500,20030818,14191,7095545500,12,,0,,N,N,254,-1,-5,-5,-3,20250630.0,148,,N,N,N
069410,KR7069410009,엔텔스,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,4780,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,45101,500,20070620,10244,5122412000,12,,0,,N,N,295,9,15,13,5,20250630.0,489,,N,N,N
069510,KR7069510006,에스텍,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,13690,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,15720,500,20031114,10910,5455000000,12,,0,,N,N,2377,270,235,189,18,20250630.0,1493,,N,N,N
069540,KR7069540003,빛과전자,ST,3.0,1009,1028,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,809,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2148596,500,20040213,59412,29706433000,12,,0,,N,N,164,-60,-86,-81,-27,20250630.0,480,,N,N,N
069920,KR7069920007,엑시온그룹,ST,3.0,1011,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1203,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,2176933,500,20071205,40803,20401581000,12,,0,,N,N,19,-34,-62,-62,-26,20250630.0,490,,N,N,N
070300,KR7070300009,엑스큐어,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1320,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,304406,500,20100609,23307,11653539000,12,,0,,N,N,107,-22,-154,-163,-77,20241231.0,307,,N,N,N
070590,KR7070590005,한솔인티큐브,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,2200,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,27429,500,20040108,13879,6939760500,12,,0,,N,N,365,11,12,9,14,20250630.0,305,,N,N,N
071200,KR7071200000,인피니트헬스케어,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5860,1,1,Y,N,N,0,N,N,N,0,0,0,100,N,90,0,500,20100526,24396,12198229000,12,,0,,N,N,503,42,10,-1,0,20250630.0,1429,,N,N,N
071280,KR7071280002,로체시스템즈,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11800,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,158845,500,20031114,15296,7648301500,12,,0,,N,N,665,100,109,84,13,20250630.0,1804,,N,N,N
071670,KR7071670004,에이테크솔루션,ST,3.0,1009,1027,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,5890,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,26154,500,20090417,10000,5000000000,12,,0,,N,N,1424,20,0,0,0,20250630.0,589,,N,N,N
071850,KR7071850002,캐스텍코리아,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,Y,N,N,N,N,N,1628,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8092,500,20140527,24260,12264594000,12,,0,,N,N,804,-21,-54,-56,-15,20250630.0,394,,N,N,N
072020,KR7072020001,중앙백신,ST,3.0,1009,1024,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,9680,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,20691,500,20031031,9658,4980000000,12,,0,,N,N,456,58,80,69,7,20241231.0,934,,N,N,N
072470,KR7072470008,우리산업홀딩스,ST,3.0,1009,1030,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,3550,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,102135,500,20031028,18887,9443670500,12,,0,,N,N,3575,175,79,50,6,20250630.0,670,,N,N,N
072770,KR7072770001,율호,ST,3.0,0,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,1238,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,16976884,500,20070725,74112,37056266500,12,,0,,N,N,389,-18,-36,-45,-16,20250630.0,917,,N,N,N
072870,KR7072870009,메가스터디,ST,3.0,1015,0,0,N,N,N,,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,N,11250,1,1,N,N,N,0,N,N,N,0,0,0,100,N,90,8269,500,20041221,11920,5960479500,12,,0,,N,N,647,105,162,129,7,20250630.0,1341,,N,N,N
